nom,prenom,age,taille,poids,sexe,sport_licence,niveau_etude,region,smoker,nationalité_francaise,revenu_estime_mois,montant_pret
Moreno,Julie,33,172.1,56.2,H,non,aucun,Corse,oui,non,4577,42487
Briand,Élise,72,163.6,69.4,F,oui,master,Hauts-de-France,non,oui,3167,83997
Martineau,Jacques,53,164.1,42.3,F,oui,master,Normandie,non,non,1985,84216
Lesage,Claudine,66,180.3,64.9,H,non,bac,Auvergne-Rhône-Alpes,oui,oui,1484,41895
Rodriguez,Théodore,38,179.3,65.0,F,non,doctorat,Normandie,oui,oui,1887,83865
Menard,Pauline,60,171.5,81.6,H,oui,doctorat,Hauts-de-France,oui,oui,5358,42322
Humbert,Emmanuel,39,178.3,87.4,H,non,aucun,Corse,oui,oui,1892,41991
Roux,Eugène,20,159.7,70.9,H,non,master,Provence-Alpes-Côte d’Azur,non,oui,2628,41865
Antoine,Alexandre,29,159.2,67.4,F,oui,bac+2,Bretagne,non,non,2979,83998
Munoz,Antoine,48,173.6,77.6,H,non,master,Hauts-de-France,oui,oui,2849,42270
Monnier,Denis,51,164.9,62.3,H,non,aucun,Auvergne-Rhône-Alpes,oui,non,1061,42186
Pasquier,Susanne,43,187.8,70.2,H,oui,bac+2,Hauts-de-France,non,non,2230,42035
Grenier,Frédéric,18,160.7,114.0,F,non,master,Île-de-France,non,oui,1212,84073
Leclercq,Raymond,65,165.7,76.2,H,non,doctorat,Auvergne-Rhône-Alpes,non,non,3220,42061
Hervé,Lucie,72,179.6,97.1,F,oui,bac,Normandie,non,non,3107,84114
Toussaint,Josette,23,159.4,66.1,H,oui,bac+2,Bretagne,oui,oui,2869,42307
Delahaye,Margaux,57,190.7,49.0,F,non,aucun,Occitanie,non,oui,3943,84352
Guillot,Franck,73,171.8,82.6,F,non,bac+2,Île-de-France,non,oui,2377,84231
Prévost,Benjamin,39,161.6,81.3,F,oui,doctorat,Bretagne,oui,oui,3285,83545
Charrier,Capucine,44,179.7,69.8,H,non,bac+2,Bretagne,oui,oui,1780,42071
Costa,Robert,40,154.4,82.3,H,non,bac,Hauts-de-France,oui,oui,3008,42367
Godard,Jeanne,26,160.3,61.9,H,non,master,Bretagne,non,non,1939,41838
Letellier,Sébastien,62,155.2,57.7,H,non,aucun,Provence-Alpes-Côte d’Azur,non,oui,1139,41731
Mercier,Timothée,27,165.9,58.9,H,non,doctorat,Provence-Alpes-Côte d’Azur,non,non,547,41971
Colas,Alice,65,190.2,88.8,F,non,master,Île-de-France,oui,non,1565,84464
Guillet,Margot,34,172.7,76.3,H,non,aucun,Corse,non,non,3929,41691
Robert,Alain,57,161.8,86.4,H,oui,bac+2,Occitanie,oui,non,1842,42448
Gimenez,William,45,156.6,80.9,F,oui,bac+2,Île-de-France,non,non,4048,83973
Bouvier,Augustin,61,195.9,52.0,F,non,aucun,Normandie,oui,oui,3338,83508
Delorme,Sylvie,44,165.9,81.8,H,non,bac+2,Occitanie,non,oui,735,41558
Léger,Thierry,32,157.4,58.4,H,non,bac,Provence-Alpes-Côte d’Azur,non,non,2594,42092
Nicolas,Corinne,56,163.6,79.9,F,non,doctorat,Auvergne-Rhône-Alpes,non,oui,3732,84144
Collin,Manon,53,176.0,94.3,H,non,bac+2,Auvergne-Rhône-Alpes,non,non,2998,41906
Tanguy,Charles,27,157.8,90.5,F,non,bac,Hauts-de-France,non,oui,1773,83582
Fournier,Stéphane,20,179.1,93.6,H,non,doctorat,Auvergne-Rhône-Alpes,oui,oui,3048,42319
Legendre,Sébastien,51,155.0,56.2,F,non,bac+2,Auvergne-Rhône-Alpes,non,non,4087,83521
Menard,Marine,19,168.3,71.2,H,oui,doctorat,Auvergne-Rhône-Alpes,non,oui,3410,41639
Lagarde,Océane,66,177.0,74.2,H,non,doctorat,Occitanie,oui,oui,2249,42403
Garnier,Joséphine,52,166.9,82.9,H,non,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,3164,42461
Peron,Denis,31,167.4,86.2,H,non,bac,Hauts-de-France,non,oui,2345,42393
Neveu,Zoé,40,161.5,58.6,H,non,doctorat,Bretagne,non,non,1325,42009
Gros,Dorothée,58,167.3,88.5,H,non,doctorat,Normandie,oui,non,1533,41887
Hamel,Martin,49,171.9,60.1,F,non,master,Hauts-de-France,oui,oui,2187,83690
Boucher,Valentine,18,154.9,66.7,F,non,bac,Provence-Alpes-Côte d’Azur,non,oui,2267,83500
Valette,Gabrielle,44,175.4,73.3,F,non,bac,Île-de-France,oui,oui,1061,83552
Carlier,Caroline,57,180.8,73.2,H,non,aucun,Auvergne-Rhône-Alpes,oui,oui,2738,42108
Auger,William,58,169.9,62.2,F,oui,bac+2,Île-de-France,non,oui,2761,83897
Renaud,Sébastien,73,174.8,43.8,H,oui,master,Auvergne-Rhône-Alpes,oui,oui,1853,41882
Alves,Capucine,63,167.5,73.8,H,non,bac,Bretagne,oui,non,3931,41886
Lemaître,Alfred,31,162.3,62.5,F,non,bac,Occitanie,oui,non,1884,84254
Thierry,Hugues,47,162.0,64.8,H,non,bac,Corse,non,non,3424,42298
Lagarde,Suzanne,22,159.5,76.4,H,oui,master,Occitanie,non,oui,500,41513
Lebreton,Suzanne,44,164.4,65.1,F,oui,doctorat,Île-de-France,non,oui,4509,83587
Monnier,Constance,64,167.3,37.0,H,non,master,Île-de-France,non,oui,500,41909
Benard,Élodie,50,170.3,79.2,F,non,aucun,Provence-Alpes-Côte d’Azur,oui,non,2950,84036
Gautier,Xavier,66,171.7,87.4,H,oui,bac+2,Normandie,non,oui,1852,41666
Gay,Laure,33,178.9,45.5,F,oui,bac+2,Provence-Alpes-Côte d’Azur,non,non,1414,84435
Vasseur,Henri,22,151.9,65.9,F,non,bac,Bretagne,non,oui,2444,83664
Lombard,Pauline,46,171.1,70.9,F,non,bac+2,Bretagne,oui,non,1386,84301
Robert,Michelle,27,168.1,47.5,F,oui,bac,Auvergne-Rhône-Alpes,non,non,4135,84269
Leduc,Alexandria,37,167.0,62.7,H,non,master,Occitanie,non,oui,4406,42158
Rivière,Noël,69,157.6,53.1,H,oui,doctorat,Bretagne,non,oui,1184,42209
Alves,Agnès,32,169.3,76.5,H,oui,doctorat,Bretagne,oui,oui,3387,41927
Barbier,Émilie,34,195.7,36.3,F,non,master,Hauts-de-France,non,non,3230,83811
Lecomte,Denise,55,164.4,61.2,F,non,master,Occitanie,oui,non,1756,84028
Lebon,Renée,48,160.9,95.3,H,non,master,Île-de-France,oui,oui,3510,41706
Hamel,Dorothée,37,170.2,90.3,H,oui,bac,Bretagne,oui,non,684,42272
Mahe,Antoinette,40,156.7,37.3,F,non,doctorat,Île-de-France,oui,non,1660,84328
Denis,Lucy,41,171.6,71.5,H,non,aucun,Auvergne-Rhône-Alpes,oui,oui,2679,42092
Lebreton,André,52,155.9,82.0,H,oui,master,Corse,oui,oui,2787,41985
Neveu,Pierre,65,177.3,41.6,H,oui,bac,Occitanie,oui,oui,2873,41535
Hamon,Thibault,56,158.1,64.0,F,non,aucun,Corse,oui,non,3141,83667
Laine,Luce,26,170.9,57.2,F,oui,bac,Corse,oui,oui,2507,83750
Barthelemy,Xavier,55,154.7,87.3,F,non,aucun,Île-de-France,non,non,2253,83934
Boulanger,Claudine,22,181.2,62.1,H,non,aucun,Occitanie,oui,oui,1871,41941
Vincent,Auguste,24,162.4,83.1,H,non,bac+2,Île-de-France,non,non,1648,41789
Rossi,Adélaïde,25,176.4,64.3,F,oui,doctorat,Occitanie,oui,oui,500,83694
Moreau,Emmanuelle,44,164.3,52.3,F,non,bac,Auvergne-Rhône-Alpes,non,oui,2540,84174
Benoit,Capucine,59,158.1,83.9,F,non,doctorat,Corse,non,oui,2390,84234
Ledoux,Julien,53,168.2,79.8,F,non,aucun,Hauts-de-France,non,oui,3656,83995
Hervé,Élisabeth,75,169.8,58.4,F,non,bac,Hauts-de-France,oui,non,500,84033
Munoz,Franck,61,163.1,60.7,F,oui,master,Auvergne-Rhône-Alpes,oui,oui,2628,83969
Colin,Raymond,24,166.5,80.3,H,oui,bac+2,Bretagne,non,non,1764,41712
Maurice,Catherine,48,169.4,87.8,H,non,doctorat,Corse,oui,oui,2910,42261
Bourdon,Alexandrie,30,169.4,61.0,F,oui,bac,Hauts-de-France,non,non,1740,83808
Verdier,Adèle,48,161.5,61.9,F,non,bac,Bretagne,non,non,3406,83648
Roy,Arthur,71,167.8,49.8,F,non,bac,Bretagne,non,non,4621,84423
Baron,Bertrand,71,173.2,48.9,F,non,bac+2,Normandie,non,non,1969,84048
Berthelot,Michel,18,171.1,95.6,F,oui,master,Auvergne-Rhône-Alpes,oui,non,1170,84376
Monnier,Honoré,67,179.8,91.0,F,oui,bac,Corse,non,oui,1745,83971
Lecomte,Théodore,41,167.2,54.5,H,non,master,Normandie,non,oui,2255,41620
Merle,Célina,65,169.6,79.9,H,oui,doctorat,Occitanie,non,oui,3808,42448
Renaud,Juliette,33,162.5,40.5,H,non,master,Occitanie,oui,non,2474,41749
Pascal,Mathilde,42,172.9,73.7,F,oui,bac+2,Normandie,oui,oui,2107,83906
Poirier,Christine,58,171.2,92.7,F,non,doctorat,Auvergne-Rhône-Alpes,non,non,2958,83784
Albert,Gabriel,25,166.3,62.5,F,oui,aucun,Auvergne-Rhône-Alpes,non,non,2296,83946
Salmon,Océane,73,186.4,67.3,H,non,doctorat,Corse,oui,oui,2476,41817
Salmon,Isabelle,38,165.2,86.5,F,non,aucun,Hauts-de-France,oui,non,4851,84445
Chevalier,Jeanne,62,174.5,71.2,F,non,master,Corse,oui,oui,2544,84392
Lebreton,Véronique,32,146.2,81.2,F,non,bac+2,Corse,non,oui,2660,83807
Picard,Antoinette,65,174.3,59.3,H,oui,aucun,Normandie,non,oui,2038,41831
Salmon,Éléonore,49,165.9,85.3,H,oui,doctorat,Auvergne-Rhône-Alpes,oui,oui,2045,41754
Brunet,Roger,20,190.8,76.5,F,non,bac+2,Auvergne-Rhône-Alpes,oui,non,969,84319
Guyot,Astrid,54,168.7,60.2,H,oui,doctorat,Hauts-de-France,oui,oui,500,42431
Allard,Vincent,47,186.0,80.5,H,oui,master,Bretagne,non,oui,3139,41877
Lucas,Susan,74,171.7,49.3,H,non,aucun,Hauts-de-France,non,oui,1919,41854
Julien,Suzanne,67,178.4,54.2,F,oui,master,Bretagne,oui,non,500,84489
Ollivier,William,42,167.7,67.9,H,oui,bac,Auvergne-Rhône-Alpes,non,oui,2662,41606
Ruiz,Nath,72,177.3,79.6,H,non,doctorat,Occitanie,oui,non,2810,41706
Seguin,Diane,54,182.0,47.2,F,oui,bac,Hauts-de-France,oui,oui,3105,83834
Lagarde,Victoire,24,176.3,51.4,H,oui,bac,Auvergne-Rhône-Alpes,oui,oui,696,42088
Vidal,Thérèse,38,162.5,60.1,H,oui,bac,Bretagne,oui,oui,3404,42210
Dubois,Luce,35,163.9,57.2,H,oui,bac+2,Île-de-France,oui,non,1766,41518
Legros,Paulette,46,181.2,70.2,H,non,aucun,Occitanie,oui,oui,2284,41952
Legrand,Bertrand,46,168.9,89.4,F,non,bac,Corse,non,oui,1600,83890
Perrin,Alix,25,183.2,73.2,H,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,non,2307,41661
Roy,Corinne,25,195.0,54.2,F,non,bac+2,Normandie,oui,oui,2075,84238
Ruiz,Luc,23,157.7,84.3,F,non,bac+2,Provence-Alpes-Côte d’Azur,non,oui,4527,83722
Fleury,Agathe,42,186.7,88.4,F,non,aucun,Auvergne-Rhône-Alpes,non,non,2262,83629
Lambert,Pénélope,71,166.3,44.9,H,non,bac+2,Corse,oui,non,4943,42467
Guérin,Danielle,69,174.7,62.6,F,non,aucun,Bretagne,non,oui,4093,83940
Delannoy,Hélène,72,160.3,76.1,H,oui,doctorat,Île-de-France,oui,oui,2292,41559
Ferreira,Françoise,26,176.4,69.0,F,oui,aucun,Corse,non,oui,758,84115
Garnier,Guy,44,170.8,85.7,H,non,bac,Hauts-de-France,oui,non,2464,42278
Nguyen,Geneviève,69,177.8,54.3,H,non,aucun,Hauts-de-France,oui,oui,2468,42357
Lemonnier,David,37,163.8,81.2,F,non,bac+2,Auvergne-Rhône-Alpes,oui,non,2537,83914
Leclercq,Colette,39,176.9,86.3,H,non,aucun,Hauts-de-France,non,oui,3329,41533
Pinto,Édouard,42,172.7,55.0,H,oui,aucun,Île-de-France,non,non,2496,41962
Grenier,Sophie,23,164.7,64.8,F,oui,aucun,Occitanie,non,non,2050,83958
Duval,Franck,72,160.2,40.6,F,oui,doctorat,Île-de-France,non,oui,1698,83958
Sauvage,Éléonore,75,171.9,49.8,F,oui,bac+2,Auvergne-Rhône-Alpes,oui,oui,2518,83946
Le Goff,Roger,65,189.0,85.3,H,oui,bac,Hauts-de-France,oui,oui,4472,42292
Valette,Emmanuel,23,173.9,87.5,H,non,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,1631,41699
Benoit,Isaac,29,163.6,28.9,F,non,master,Bretagne,oui,oui,3923,83670
Barthelemy,Gabriel,41,185.4,61.7,H,oui,master,Île-de-France,oui,non,2195,41717
Maréchal,Alice,18,162.5,75.7,H,oui,bac,Hauts-de-France,non,oui,3849,41520
Andre,Agathe,54,152.6,76.1,F,non,bac+2,Corse,non,oui,2167,83895
Perez,Agnès,31,171.1,76.9,F,non,doctorat,Occitanie,oui,non,2274,83940
Teixeira,Michelle,59,169.0,66.8,F,non,bac,Bretagne,non,non,3664,83999
Langlois,Élisabeth,49,174.2,73.3,F,oui,bac+2,Bretagne,oui,non,974,83730
Chevalier,Monique,45,166.2,83.5,H,oui,aucun,Corse,non,non,2545,41949
Raymond,Gilbert,25,176.6,96.5,F,oui,bac+2,Bretagne,non,oui,3746,83688
Wagner,Pénélope,23,170.9,62.3,H,non,doctorat,Corse,oui,non,500,41627
Denis,Christophe,32,168.3,65.1,H,oui,bac+2,Hauts-de-France,oui,non,2968,41878
Thibault,Monique,41,168.5,65.2,H,oui,bac+2,Hauts-de-France,oui,non,500,42498
Guillou,Céline,58,160.6,77.1,H,oui,doctorat,Normandie,oui,oui,4559,41839
Marchand,Alex,43,169.0,74.9,F,non,doctorat,Normandie,non,oui,3642,84123
Hardy,Raymond,26,161.9,75.5,F,oui,aucun,Bretagne,non,oui,1611,84268
Fontaine,Camille,64,178.6,72.3,H,oui,master,Hauts-de-France,oui,oui,2858,42245
Durand,Xavier,28,162.2,80.6,H,non,bac,Normandie,non,oui,5001,42451
Arnaud,Michelle,33,159.9,64.9,F,oui,bac,Bretagne,oui,non,2777,83931
Marques,Véronique,25,177.9,61.6,H,oui,master,Hauts-de-France,non,non,500,42174
Traore,Marcel,18,183.6,81.4,H,non,doctorat,Provence-Alpes-Côte d’Azur,non,oui,500,41900
Maillot,Diane,46,163.9,93.5,F,oui,doctorat,Occitanie,oui,oui,4237,84044
Moreau,Agnès,66,179.4,67.4,F,non,aucun,Normandie,non,oui,2599,84299
Labbé,Charlotte,47,168.7,86.9,F,oui,master,Bretagne,oui,oui,1448,84457
Ollivier,Éléonore,23,161.9,85.2,F,oui,master,Normandie,non,oui,2446,83988
Allard,Christelle,24,183.8,59.9,F,non,bac+2,Auvergne-Rhône-Alpes,non,non,2434,83756
Fernandez,Diane,34,160.8,70.1,F,oui,aucun,Provence-Alpes-Côte d’Azur,non,oui,725,83845
Buisson,Anastasie,49,165.1,48.5,H,non,bac+2,Provence-Alpes-Côte d’Azur,non,oui,3332,42058
Jacquet,Philippine,71,177.2,44.0,F,non,aucun,Provence-Alpes-Côte d’Azur,oui,oui,4100,83537
Laroche,André,25,195.0,70.7,H,non,doctorat,Normandie,non,non,1730,41690
Marchal,Monique,20,198.2,50.2,F,non,master,Île-de-France,non,non,2524,83924
Vidal,Raymond,58,171.8,90.2,F,oui,bac,Hauts-de-France,oui,non,2931,84124
Lelièvre,Susanne,39,165.0,55.7,H,non,master,Île-de-France,non,non,2089,41636
Martineau,Hortense,34,159.9,70.7,F,non,bac+2,Corse,non,oui,1822,83907
Bruneau,Thomas,21,155.1,88.8,F,non,bac+2,Hauts-de-France,oui,oui,1902,84092
Guillet,Camille,73,157.3,67.5,F,non,bac+2,Hauts-de-France,non,non,2582,83978
Lejeune,Robert,39,152.5,75.0,F,oui,bac+2,Bretagne,oui,non,1243,83770
Lombard,Louise,23,187.1,77.9,F,non,doctorat,Occitanie,oui,non,2020,83874
Delattre,Luce,30,162.5,68.4,F,non,bac+2,Auvergne-Rhône-Alpes,non,non,3235,83682
Delahaye,Olivie,66,169.7,66.7,H,oui,bac+2,Île-de-France,oui,oui,2570,41985
Marion,Antoinette,37,164.0,64.9,F,oui,master,Provence-Alpes-Côte d’Azur,oui,oui,500,83598
Picard,Emmanuel,63,179.7,74.5,F,non,bac,Auvergne-Rhône-Alpes,non,oui,1571,84074
Traore,Christine,42,189.0,71.3,H,non,doctorat,Provence-Alpes-Côte d’Azur,non,non,1256,41755
Leleu,William,46,178.6,76.0,H,oui,doctorat,Hauts-de-France,non,oui,2973,41517
Camus,Philippe,32,165.7,76.8,H,oui,bac,Occitanie,oui,oui,2185,42236
Carpentier,Christophe,36,175.6,41.4,H,oui,doctorat,Occitanie,non,oui,1979,42337
Thierry,Laurent,53,187.2,58.5,H,non,bac,Normandie,non,non,1775,42231
Marie,Joseph,63,165.5,51.8,F,non,master,Auvergne-Rhône-Alpes,non,non,500,84154
Noël,Mathilde,33,167.7,72.0,F,non,aucun,Hauts-de-France,non,non,2436,83679
Renaud,Thérèse,62,168.6,70.6,H,oui,aucun,Occitanie,non,oui,3727,41931
Le Roux,David,70,168.1,61.4,H,non,doctorat,Corse,non,oui,2162,41843
Pinto,Aurore,71,175.8,91.2,H,non,doctorat,Occitanie,non,oui,1746,41827
Blanchard,Éléonore,22,171.0,75.1,H,oui,doctorat,Occitanie,oui,non,1308,41800
Barre,Roger,48,170.2,48.0,H,oui,bac+2,Provence-Alpes-Côte d’Azur,non,oui,500,42107
Boyer,Renée,75,173.7,64.2,H,non,master,Hauts-de-France,non,oui,2742,41824
Bonneau,Pénélope,46,169.8,55.4,F,non,bac+2,Corse,non,oui,2445,84241
Duval,Isabelle,52,157.7,90.9,F,oui,doctorat,Île-de-France,non,oui,872,83964
Fischer,Philippine,67,168.0,54.4,H,oui,doctorat,Normandie,oui,non,3184,42421
Letellier,Adrien,33,166.7,62.2,H,oui,aucun,Occitanie,oui,oui,3523,42291
Jean,Nicole,24,170.3,77.7,F,non,master,Normandie,non,oui,1322,83975
Bouchet,Zacharie,39,156.0,71.6,H,oui,bac+2,Auvergne-Rhône-Alpes,oui,non,2117,42487
Turpin,Clémence,74,176.3,68.8,F,non,aucun,Hauts-de-France,non,oui,2746,84174
Weber,Laurent,32,153.8,98.3,F,oui,bac+2,Occitanie,oui,oui,2302,83948
Briand,Luce,19,177.0,57.5,H,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,2869,42071
Duhamel,Philippe,51,157.0,76.8,H,oui,bac+2,Normandie,non,oui,2072,42377
Duhamel,Laurent,75,170.3,80.5,F,oui,bac,Corse,non,oui,1020,84260
Sauvage,Alexandrie,31,163.2,76.9,F,oui,bac,Auvergne-Rhône-Alpes,oui,non,5017,84120
Courtois,Maggie,63,168.6,78.9,H,oui,master,Île-de-France,oui,non,2371,42431
Mahe,Aurélie,74,189.4,43.8,H,non,bac+2,Provence-Alpes-Côte d’Azur,non,non,2613,42464
Laine,Antoinette,55,153.7,32.4,H,oui,master,Corse,oui,non,2856,41923
Maury,Bernard,39,171.4,65.7,F,non,master,Provence-Alpes-Côte d’Azur,oui,oui,2372,83983
Étienne,Antoinette,41,201.0,66.1,H,oui,master,Corse,non,oui,3112,42100
Ribeiro,Benjamin,21,163.5,74.4,F,oui,doctorat,Provence-Alpes-Côte d’Azur,non,non,2214,84023
Collin,Claude,54,165.9,97.3,F,oui,bac+2,Auvergne-Rhône-Alpes,oui,oui,3912,84326
Meyer,Marine,30,171.4,35.4,F,non,master,Normandie,non,oui,2066,83522
Pelletier,Jean,19,197.0,66.5,F,oui,bac+2,Occitanie,non,oui,3823,84140
Devaux,Monique,68,184.4,73.3,F,oui,doctorat,Île-de-France,oui,non,1489,83849
Bouchet,Margaud,37,145.6,80.3,H,non,aucun,Île-de-France,oui,non,1522,42096
Raymond,Catherine,42,171.8,51.3,H,non,doctorat,Île-de-France,non,non,2181,41952
Legros,Henri,51,170.3,74.0,H,non,aucun,Corse,oui,oui,1162,41805
Andre,Astrid,29,182.0,61.0,H,non,aucun,Corse,non,oui,500,41663
Lecoq,Marianne,58,168.9,70.5,H,oui,master,Corse,oui,non,2692,42088
Rocher,Adrien,18,183.6,66.5,H,non,bac,Normandie,oui,oui,2356,42350
Lefebvre,Éric,71,159.0,82.3,F,oui,bac,Hauts-de-France,oui,non,2721,83752
Pascal,Alexandrie,34,165.8,41.4,F,non,bac,Bretagne,non,non,4233,83884
Rodrigues,François,44,157.7,61.1,F,non,bac+2,Corse,non,oui,2930,83951
Voisin,Gérard,18,158.0,47.6,F,oui,master,Hauts-de-France,oui,oui,500,84302
Colin,Mathilde,25,177.2,61.8,H,oui,master,Provence-Alpes-Côte d’Azur,oui,oui,6012,41983
Delorme,Bernadette,28,160.1,56.2,F,non,bac+2,Bretagne,non,non,1821,84109
Charpentier,Jérôme,34,172.4,62.9,H,oui,master,Corse,oui,oui,3234,41547
Weber,Laurent,49,160.2,49.3,H,oui,doctorat,Île-de-France,non,oui,500,42081
Hamel,Roland,25,147.8,62.2,H,oui,master,Hauts-de-France,oui,non,2138,41755
François,Margot,69,163.7,88.7,H,oui,master,Auvergne-Rhône-Alpes,non,non,3973,41755
Nguyen,Michelle,46,166.7,43.1,H,oui,bac,Auvergne-Rhône-Alpes,oui,oui,1819,41925
Martineau,Marcel,27,164.0,60.1,F,non,bac,Auvergne-Rhône-Alpes,non,oui,1662,84034
Gallet,Emmanuel,59,163.5,64.2,H,non,master,Hauts-de-France,non,oui,1737,41888
Lévêque,Suzanne,32,172.1,75.4,H,oui,bac+2,Occitanie,oui,non,1407,42193
Lambert,Adèle,22,182.7,55.3,H,non,doctorat,Hauts-de-France,oui,oui,558,41962
Bègue,Honoré,38,173.8,57.7,H,oui,aucun,Normandie,oui,non,2885,41718
Evrard,Bernadette,28,146.0,90.9,F,non,aucun,Hauts-de-France,oui,non,3306,83777
Thierry,Dorothée,18,155.0,47.8,F,oui,doctorat,Île-de-France,non,non,4506,84449
Delahaye,Paulette,25,162.6,57.5,H,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,non,500,41517
Deschamps,Maryse,48,166.5,66.6,F,non,doctorat,Normandie,non,non,3358,84446
Letellier,Stéphane,33,156.0,47.2,F,non,bac+2,Occitanie,non,non,3041,83586
Thomas,Richard,27,180.1,46.4,F,non,bac,Hauts-de-France,non,non,3797,84219
Roy,Nath,29,170.4,86.4,F,non,bac,Auvergne-Rhône-Alpes,oui,oui,2415,83812
Dupuis,Nathalie,37,144.8,67.7,H,oui,master,Normandie,oui,non,3772,42430
Pineau,Marcel,26,161.1,64.2,F,oui,master,Normandie,non,oui,2288,83526
Marty,Thibaut,46,141.0,95.1,F,non,master,Auvergne-Rhône-Alpes,non,oui,1418,83869
Bailly,Franck,43,175.1,68.7,H,oui,bac,Corse,oui,oui,4009,42329
Dubois,Constance,73,174.1,66.5,F,non,doctorat,Normandie,non,non,1427,83906
Peron,Nath,31,178.0,41.9,F,oui,master,Provence-Alpes-Côte d’Azur,non,oui,3275,83905
Antoine,Nath,71,159.0,88.8,F,oui,bac,Corse,non,oui,2693,84368
Bousquet,Laetitia,28,176.4,71.2,F,non,bac,Occitanie,oui,non,500,83618
Thibault,Sébastien,42,161.4,80.1,H,non,doctorat,Hauts-de-France,non,oui,2699,41614
Lemonnier,Juliette,69,181.8,76.0,H,oui,master,Auvergne-Rhône-Alpes,non,oui,1339,42467
Weber,Aimé,65,162.0,71.5,H,non,bac+2,Île-de-France,oui,non,500,41501
Renaud,Stéphanie,23,186.7,76.6,H,oui,aucun,Auvergne-Rhône-Alpes,oui,oui,3972,42366
Lagarde,Dorothée,75,154.2,88.7,F,oui,bac,Corse,non,non,5177,83819
Bailly,Anouk,41,156.8,81.6,F,non,master,Auvergne-Rhône-Alpes,oui,oui,2501,84449
Leroy,Auguste,24,154.6,77.4,H,oui,bac,Normandie,oui,oui,3500,41984
Merle,Stéphane,57,164.0,87.5,F,oui,doctorat,Occitanie,non,non,500,83632
Duval,Astrid,75,155.1,72.0,H,oui,bac,Occitanie,oui,non,2530,41586
Peron,Roger,26,162.8,82.1,F,non,master,Occitanie,oui,non,3137,83749
Guyon,Henri,55,178.6,68.2,F,non,doctorat,Hauts-de-France,non,non,3223,83618
Regnier,Lucie,49,165.5,100.8,F,non,aucun,Auvergne-Rhône-Alpes,oui,oui,1524,83781
Jourdan,Maggie,57,191.1,70.5,F,non,bac,Provence-Alpes-Côte d’Azur,oui,non,849,83872
Maillet,Capucine,38,183.7,71.9,F,oui,bac+2,Occitanie,oui,non,3521,83561
Briand,Christelle,55,182.2,75.1,F,oui,bac+2,Bretagne,oui,oui,1789,84404
Bernard,Constance,51,179.8,70.0,H,non,bac+2,Hauts-de-France,oui,non,3323,42006
Caron,Christelle,62,148.5,76.7,F,non,master,Normandie,non,oui,1733,84173
Huet,Gérard,65,186.5,79.3,F,oui,bac+2,Île-de-France,oui,non,2787,84488
Leclerc,Cécile,57,174.9,55.0,H,oui,bac+2,Normandie,oui,non,4447,42491
Breton,Christelle,42,189.9,75.9,F,oui,bac+2,Normandie,non,oui,4408,83728
Muller,Océane,50,164.3,58.0,F,non,bac+2,Hauts-de-France,non,non,2549,84492
Valentin,Andrée,53,174.3,64.1,H,non,bac+2,Bretagne,oui,non,3145,42289
Roche,Laure,60,173.1,55.0,H,non,doctorat,Provence-Alpes-Côte d’Azur,oui,non,3122,41763
Hamon,Jacqueline,69,178.6,72.6,H,oui,aucun,Hauts-de-France,non,oui,3883,41747
Giraud,Laurent,54,157.8,77.0,H,oui,aucun,Île-de-France,oui,non,1095,41634
